Index,Longitude,Latitude,have_plant
193,-118.034774,35.247032,1
194,-118.025072,35.251895,1
195,-118.014746,35.268579,1
196,-117.998736,35.259453,1
197,-117.956571,35.251658,1
198,-118.009058,35.248541,1
199,-117.973623,35.24881,1
200,-117.949057,34.600019,1
201,-118.19108,34.779062,1
202,-117.361811,34.042263,1
203,-117.319013,34.094045,1
204,-117.323349,34.765216,1
205,-117.323333,34.766753,1
206,-117.323327,34.768035,1
207,-118.12854,34.708325,1
208,-118.124822,34.701868,1
209,-117.892042,34.982066,1
210,-117.563433,34.474054,1
211,-117.469435,34.412889,1
212,-117.46979,34.415766,1
213,-117.469811,34.418022,1
214,-118.988977,35.31479,1
215,-118.699522,34.132314,1
216,-121.428902,36.862421,1
217,-119.629057,36.30665,1
218,-115.531885,33.165624,1
219,-120.142064,36.127567,1
220,-119.558863,36.136117,1
221,-119.0791,35.218894,1
222,-119.829726,36.244432,1
223,-120.383494,36.613282,1
224,-119.854284,35.625756,1
225,-119.459675,35.81509,1
226,-120.805293,36.928591,1
227,-119.905588,35.727086,1
228,-119.127026,35.450699,1
229,-118.357016,34.926989,1
230,-119.576132,35.590715,1
231,-119.945024,36.060918,1
232,-115.497801,33.252638,1
233,-120.415146,36.730527,1
234,-117.011471,33.741677,1
235,-117.405786,33.97533,1
236,-121.86437,38.019462,1
237,-119.326746,35.112311,1
238,-121.740353,38.520096,1
239,-121.038838,37.120708,1
240,-119.896814,35.728102,1
241,-117.936631,34.603161,1
242,-121.76899,36.708224,1
243,-121.417088,38.554789,1
244,-119.417946,36.20446,1
245,-121.965191,38.301001,1
246,-121.425306,41.031259,1
247,-119.416708,36.66739,1
248,-121.669962,39.291776,1
249,-120.50723,37.350917,1
250,-121.962908,38.400027,1
251,-121.720347,37.972281,1
252,-121.755782,37.920586,1
253,-119.213989,36.318418,1
254,-120.483314,37.268698,1
255,-120.483318,37.267336,1
256,-121.467197,38.585226,1
257,-119.377771,36.186375,1
258,-117.073016,33.712238,1
259,-117.466688,34.54982,1
260,-117.467441,34.548893,1
261,-121.994077,38.520977,1
262,-120.649009,37.057787,1
263,-120.430096,36.721849,1
264,-120.243255,36.126665,1
265,-120.247782,36.126063,1
266,-122.175386,39.69908,1
267,-118.366582,34.870398,1
268,-118.28987,35.021659,1
269,-120.961889,37.018864,1
270,-120.294871,35.829895,1
271,-118.084668,34.662403,1
272,-117.369657,34.553839,1
273,-117.377244,34.553793,1
274,-115.546392,32.800989,1
275,-119.464992,35.871483,1
276,-119.576691,35.631892,1
277,-118.084924,34.649011,1
278,-118.441196,34.824081,1
279,-118.446156,34.844248,1
280,-118.812196,35.321135,1
281,-118.82064,35.328168,1
282,-116.862059,34.406096,1
283,-119.628933,35.423854,1
284,-117.345262,34.685814,1
285,-118.302392,34.720632,1
286,-117.178261,33.210648,1
287,-119.963177,36.941297,1
288,-120.414267,36.716336,1
289,-119.876218,35.668165,1
290,-118.322374,34.727487,1
291,-115.345924,33.753074,1
292,-119.053959,34.168862,1
293,-117.214039,33.861247,1
294,-117.369334,34.625739,1
295,-122.140918,38.097105,1
296,-124.104405,40.967375,1
297,-120.982653,38.629169,1
298,-119.057005,35.845551,1
299,-119.065818,35.846421,1
300,-119.026032,35.850283,1
301,-118.311932,34.686845,1
302,-120.134212,36.374847,1
303,-120.1345,36.382014,1
304,-114.699178,33.624294,1
305,-115.54063,33.165443,1
306,-121.948811,38.386449,1
307,-116.132302,32.618331,1
308,-121.586726,38.700215,1
309,-118.304269,34.666021,1
310,-120.146373,36.522085,1
311,-115.978082,33.547372,1
312,-118.441155,34.820843,1
313,-120.264829,40.372677,1
314,-118.27427,34.714777,1
315,-118.311318,34.714915,1
316,-118.294219,34.655834,1
317,-118.286334,34.692615,1
318,-118.30456,34.678046,1
319,-118.282251,34.71651,1
320,-118.086905,34.661601,1
321,-117.579412,34.578988,1
322,-118.510139,34.434336,1
323,-121.634165,36.614777,1
324,-117.983395,35.157379,1
325,-119.308162,35.777221,1
326,-121.738711,37.228465,1
327,-123.020736,38.769502,1
328,-121.861077,37.268874,1
329,-117.964708,35.141539,1
330,-119.566235,36.140871,1
331,-120.124711,40.150274,1
332,-121.116734,38.343177,1
333,-118.527993,34.822187,1
334,-114.738061,33.673669,1
335,-114.739769,33.684154,1
336,-119.387524,35.21097,1
337,-118.811155,35.315109,1
338,-118.069512,35.205168,1
339,-118.978771,35.3268,1
340,-117.916406,34.511888,1
341,-117.93146,34.597412,1
342,-118.082255,34.655127,1
343,-117.972926,34.743518,1
344,-117.973128,34.74775,1
345,-117.565779,34.038508,1
346,-119.348351,35.759177,1
347,-118.993189,35.329997,1
348,-117.989692,34.688092,1
349,-119.404787,35.590887,1
350,-117.273426,34.112021,1
351,-121.717394,37.69203,1
352,-119.668046,36.620589,1
353,-117.936612,34.6156,1
354,-115.54926,33.165607,1
355,-119.249344,35.127755,1
356,-120.105121,36.616892,1
357,-119.797435,36.25728,1
358,-117.785098,34.108438,1
359,-119.906783,36.217782,1
360,-117.995482,36.264822,1
361,-117.196963,33.536297,1
362,-117.02176,33.249653,1
363,-117.057731,33.269396,1
364,-115.781481,32.793358,1
365,-115.772764,32.793446,1
366,-116.642211,33.557208,1
367,-116.860202,33.019293,1
368,-121.215228,37.840203,1
369,-121.466262,38.436229,1
370,-115.627653,33.043676,1
371,-120.878325,36.989439,1
372,-120.167303,37.056276,1
373,-120.69101,35.319611,1
374,-121.98267,38.325498,1
375,-119.5605,36.064473,1
376,-115.863285,32.790409,1
377,-115.506304,32.831965,1
378,-122.663198,38.194832,1
379,-119.971615,36.91629,1
380,-121.814147,37.286885,1
381,-115.531909,33.158419,1
382,-115.428877,33.186401,1
383,-118.28079,34.722176,1
384,-118.304021,34.736999,1
385,-120.510241,34.745094,1
386,-118.301453,34.705692,1
387,-122.213851,38.160723,1
388,-116.198272,33.717775,1
389,-118.497643,34.821143,1
390,-117.103149,34.904059,1
391,-122.378508,37.94522,1
392,-115.857433,32.793208,1
393,-118.281831,34.656363,1
394,-118.318921,34.680778,1
395,-118.302515,34.742062,1
396,-118.010494,35.283293,1
397,-119.900317,36.249391,1
398,-122.542807,38.21671,1
399,-116.904249,33.770206,1
400,-120.391855,36.716376,1
401,-120.414381,36.709025,1
402,-120.396648,36.709126,1
403,-119.917678,36.204642,1
404,-121.47783,38.70464,1
405,-119.39509,35.213746,1
406,-122.189406,40.122194,1
407,-119.400731,36.35362,1
408,-119.470066,36.585029,1
409,-119.7013,35.609422,1
410,-122.275553,38.237461,1
411,-118.371047,34.830055,1
412,-116.00026,33.101457,1
413,-121.108704,37.248616,1
414,-120.150381,37.087619,1
415,-119.431282,36.547339,1
416,-120.614743,36.73465,1
417,-120.318359,36.825592,1
418,-119.732276,35.734373,1
419,-119.748744,35.501224,1
420,-118.701239,34.131487,1
421,-115.512279,32.910699,1
422,-122.864523,38.583694,1
423,-120.24633,36.648126,1
424,-120.689531,35.596047,1
425,-117.016669,33.798117,1
426,-117.218434,33.696106,1
427,-120.830676,38.69854,1
428,-117.176837,33.210674,1
429,-115.537213,32.885328,1
430,-122.815051,38.539113,1
431,-117.639748,33.947505,1
432,-115.775311,32.825456,1
433,-115.495569,33.166494,1
434,-120.634865,35.4706,1
435,-121.056063,38.638284,1
436,-120.936076,38.042111,1
437,-119.786573,35.575751,1
438,-117.301917,33.212308,1
439,-119.900562,36.203455,1
440,-122.566002,38.156019,1
441,-115.371453,33.795587,1
442,-115.342448,33.794421,1
443,-120.298292,37.10966,1
444,-117.694466,34.564433,1
445,-121.650012,39.651561,1
446,-117.356338,35.027723,1
447,-117.349204,35.0422,1
448,-116.814282,34.858925,1
449,-116.831184,34.862847,1
450,-118.568594,34.829087,1
451,-118.582129,34.825784,1
452,-118.510081,34.796534,1
453,-118.550114,34.836923,1
454,-118.353732,34.873741,1
455,-118.53007,34.843833,1
456,-118.543361,34.84588,1
457,-118.147733,34.836239,1
458,-118.388961,34.814214,1
459,-118.391826,34.91039,1
460,-118.35518,34.915421,1
461,-118.441152,34.829726,1
462,-118.332041,34.825924,1
463,-115.629932,32.660359,1
464,-115.559746,32.668292,1
465,-122.274498,38.025122,1
466,-121.616824,37.847138,1
467,-120.455445,37.882971,1
468,-117.4723,34.497824,1
469,-117.470659,34.497624,1
470,-120.69217,35.321552,1
471,-119.037477,36.09401,1
472,-115.505335,33.273731,1
473,-119.811814,36.231328,1
474,-119.87457,36.211961,1
475,-119.914298,36.148542,1
476,-120.111946,36.159538,1
477,-119.989681,35.692748,1
478,-119.313552,35.762638,1
479,-119.093343,35.442009,1
480,-119.318176,35.081223,1
481,-118.182571,35.012711,1
482,-118.172402,35.02331,1
483,-118.124089,35.018581,1
484,-118.100955,34.991851,1
485,-118.08851,34.973444,1
486,-118.096328,34.96308,1
487,-118.135456,34.942287,1
488,-118.087282,34.944318,1
489,-118.234071,34.693768,1
490,-121.603662,36.875559,1
491,-120.034258,36.957241,1
492,-120.077629,36.946456,1
493,-119.732805,36.659011,1
494,-119.553614,36.41493,1
495,-119.063026,35.817328,1
496,-117.983017,36.268424,1
497,-118.261109,34.716546,1
498,-118.319773,34.687307,1
499,-118.290664,34.723625,1
500,-118.291641,34.723647,1
501,-118.29251,34.723645,1
502,-118.322228,34.720171,1
503,-114.739432,33.575483,1
504,-114.785766,33.706592,1
505,-114.736616,33.659951,1
506,-114.769528,33.681889,1
507,-115.229063,33.698716,1
508,-115.199522,33.688378,1
509,-115.313258,33.74373,1
510,-115.375223,33.725692,1
511,-115.35214,33.74024,1
512,-116.085629,33.081506,1
513,-116.872109,33.010432,1
514,-117.387399,34.512587,1
515,-117.387081,34.511014,1
516,-117.387321,34.509602,1
517,-117.349841,35.804912,1
518,-117.003108,33.230008,1
519,-117.575966,34.571844,1
520,-117.200101,33.755136,1
521,-117.02362,33.803545,1
522,-118.065589,33.788017,1
523,-118.047406,33.787047,1
524,-121.289996,38.304693,1
525,-121.294925,38.306491,1
526,-121.292451,38.304692,1
527,-121.292343,38.309456,1
528,-121.28454,38.305711,1
529,-121.290032,38.309187,1
530,-118.392372,34.830259,1
531,-118.391134,34.840448,1
532,-115.540541,32.714021,1
533,-115.596466,32.675733,1
534,-115.606286,32.661415,1
535,-115.644149,32.690795,1
536,-115.668611,32.658612,1
537,-115.667807,32.69098,1
538,-121.692985,38.500651,1
539,-117.561967,34.471409,1
540,-116.97730495214515,35.251729179475,0
541,-120.77865560468466,38.528464221851664,0
542,-116.76911046880781,35.85687227321217,0
543,-116.9054854067122,34.298670292515624,0
544,-120.19936728134657,37.41242538674922,0
545,-123.32045191123778,39.39140078741639,0
546,-118.45044102664386,37.16036374009232,0
547,-119.63130093799897,38.38943836017211,0
548,-115.28867785636884,33.94791200174162,0
549,-120.66718619566139,40.90151004908503,0
550,-121.05694206438193,39.33394525687152,0
551,-118.4862926367624,35.17458547329787,0
552,-123.31539080162014,40.307807154281406,0
553,-122.99689241788924,40.85429195576312,0
554,-122.11502476554917,38.33040011931818,0
555,-121.32485981886498,41.59358753535886,0
556,-121.85005393317242,41.178346986301,0
557,-120.96223609983639,39.31742527802874,0
558,-118.08196043689658,36.330881153082146,0
559,-124.00407363742909,41.2967767219022,0
560,-120.9525311902823,39.61277347332388,0
561,-120.46563043062599,41.43131504521454,0
562,-120.3109529148093,39.3471768501543,0
563,-115.82840823674712,33.54227193802102,0
564,-116.508092261683,34.96944822999469,0
565,-118.7426827882682,37.437731377905,0
566,-115.76727062726397,33.808898860375514,0
567,-116.0849100315424,35.028307531226844,0
568,-120.68633892280916,39.62545028271835,0
569,-122.65158977244289,41.91162108019406,0
570,-120.5951669766845,40.19636970210056,0
571,-116.3102055940654,34.0313092560283,0
572,-118.16702930625901,37.161048354084755,0
573,-116.7297878611485,34.342940594100995,0
574,-119.74160614256307,38.74155770138736,0
575,-114.55902538370894,34.11818998332246,0
576,-117.3077177181906,33.639033765332016,0
577,-120.25287268233848,38.267247903861644,0
578,-120.49453748829839,37.08147049830361,0
579,-122.05584047334659,41.45859089138963,0
580,-118.97290602267178,37.24623458601443,0
581,-118.87785639132133,36.09199177486904,0
582,-116.7934535918735,32.7593080061525,0
583,-123.17655616186532,39.98895430968757,0
584,-114.83374399869003,32.87402560924607,0
585,-117.77779988034276,36.20829332993512,0
586,-116.90986333449082,35.632205396779,0
587,-114.89680064593989,34.201432133979,0
588,-114.5464916230981,32.91666898326198,0
589,-115.21751617716181,34.70000463841017,0
590,-122.4756138254907,38.808061367081905,0
591,-118.7315228530079,35.80267903844361,0
592,-122.64528743710761,39.389929087722166,0
593,-123.90015686614446,41.0687685684074,0
594,-115.08997627114294,35.0193153246015,0
595,-123.7286429003505,39.66923410992389,0
596,-117.49364324471607,35.18791332447789,0
597,-121.96652159293883,40.24997411781013,0
598,-122.13926115626893,37.12572837851726,0
599,-120.00998076579165,34.96435106406681,0
600,-122.28313779318124,37.899441001162096,0
601,-116.71622468261276,36.395958583623745,0
602,-120.22309732140185,35.1853756752884,0
603,-120.42286568336543,38.76007512264016,0
604,-116.88067685341298,34.20851934123582,0
605,-121.9406491996171,37.633463151060965,0
606,-122.89580776157514,40.458885047034926,0
607,-114.8666237463644,34.68823274658996,0
608,-118.7644344613661,35.49503645375306,0
609,-115.60455706132412,34.960862532603784,0
610,-118.12535751270093,34.270864070063354,0
611,-115.06049267171188,33.28860840930643,0
612,-118.25897885863023,35.2900548507066,0
613,-119.5490716927406,38.508795851460036,0
614,-122.94627401138759,40.00094931772227,0
615,-117.27453680072233,36.13922280920718,0
616,-120.60668862113143,37.287849550326875,0
617,-121.1906073298496,41.5957060654379,0
618,-122.43499352144315,40.5467593194639,0
619,-124.09632757080244,40.660130420219616,0
620,-116.94185148667646,34.58342078211215,0
621,-120.22471458601792,39.98037269316485,0
622,-123.01565296503162,41.34141006645953,0
623,-116.12282554991819,34.552581083691976,0
624,-118.63902620105445,36.219586194302565,0
625,-121.54231634180115,40.78034315521887,0
626,-118.71219671447784,35.42528175211523,0
627,-115.91205532460361,33.01311616798827,0
628,-120.07004028742647,41.598692952218144,0
629,-114.8475580947224,34.838612918554645,0
630,-115.73227903899922,35.1071581076747,0
631,-119.71537529972447,37.611547842480356,0
632,-122.54295784711026,40.50802676155509,0
633,-119.84159165717298,38.60336768341524,0
634,-120.50407151126315,34.94569729931669,0
635,-116.66722542495695,34.740209079399584,0
636,-121.8151846598989,36.38872280590352,0
637,-120.2096581672525,38.93353952360205,0
638,-120.54386173475193,35.76006057736078,0
639,-122.65176894033428,41.72501245166597,0
640,-119.78678609339367,38.764134355181895,0
641,-118.26429431063801,36.483787500908456,0
642,-118.5670594771945,37.73699887122716,0
643,-120.070877833224,39.25790744010146,0
644,-122.99937635041923,40.658923985316996,0
645,-115.79314492985495,33.24019869151557,0
646,-118.57741129305961,35.37752342728134,0
647,-121.48895737242903,37.18742575537236,0
648,-118.32931844527383,37.02052569952173,0
649,-118.69533786181175,34.3366250486261,0
650,-118.19933884625745,36.55617604149169,0
651,-119.95021462767687,34.81052311896477,0
652,-115.86685003124572,35.84495044761891,0
653,-120.13699128265827,38.10467100709653,0
654,-121.22588877657554,40.654142014075966,0
655,-118.22351628188247,35.462313003295506,0
656,-116.70323977968016,33.675401296221175,0
657,-116.01304091679542,35.88307527617629,0
658,-116.38935461351114,35.33558360712684,0
659,-115.84067123109052,34.62823647597325,0
660,-117.41011987836917,34.93084427152648,0
661,-119.1157094883786,36.68790150869842,0
662,-120.20835604989612,39.71012317801638,0
663,-117.93606223970549,36.72094488444642,0
664,-120.4352714302782,39.16774329032885,0
665,-117.35734732305175,35.60603688404813,0
666,-116.72405591062639,35.6433426435906,0
667,-117.82061412463763,36.72368558395425,0
668,-124.1285394948115,40.723276224402866,0
669,-121.61834790659123,38.37976274510447,0
670,-120.58637620090936,34.64767200157751,0
671,-114.94621212440725,33.26405366288373,0
672,-121.08037298503564,38.78991427863235,0
673,-120.36417027042575,39.07261594545073,0
674,-117.95323040223795,35.42493408750323,0
675,-118.66422942671072,35.72375108628581,0
676,-121.51270364473793,38.88784861423022,0
677,-116.54336052536581,34.297358375922734,0
678,-118.51950383484177,35.76466196514955,0
679,-118.97137593219907,36.20214045441808,0
680,-122.39075221186617,37.32560685575565,0
681,-114.81912951855158,32.7811738906657,0
682,-119.18580002306895,37.52552081027918,0
683,-115.35030543418404,33.34439821445506,0
684,-122.83175856284986,40.534701372348025,0
685,-123.09807588522114,41.50504346202922,0
686,-116.2446392699958,34.62330044183943,0
687,-115.05268731371135,34.44682680976539,0
688,-121.84108548681066,37.17043883756192,0
689,-116.31165959487755,35.93778322066758,0
690,-120.86225179079489,36.270927785464664,0
691,-114.70582866849645,34.2483644460868,0
692,-115.17054266590287,34.306167155898414,0
693,-115.25257623419168,32.82587890094005,0
694,-123.93864149628452,41.805790667728566,0
695,-120.89247417040382,35.598642190570104,0
696,-120.34490288593024,40.32019523758525,0
697,-119.45879620183548,37.53839986753351,0
698,-120.53147076698697,39.78254868399248,0
699,-115.01929241051668,35.026055047084384,0
700,-123.82863672086415,40.02173271096341,0
701,-120.66089028928069,41.78658845614245,0
702,-122.87542033423678,39.453262092730235,0
703,-120.3836776400312,37.94440834402281,0
704,-121.90686447962372,39.25276303932501,0
705,-119.3514246713824,37.955249626967934,0
706,-123.80965273911168,40.1700203695981,0
707,-116.64192079184335,34.15247679234376,0
708,-118.45722324447708,35.84715377369956,0
709,-122.83073654133362,40.03143590628322,0
710,-123.60909323488595,41.988122487681615,0
711,-123.32920935939272,40.95606090481947,0
712,-118.11502813767157,36.190703906210615,0
713,-118.72809229841461,36.08921806255795,0
714,-117.93985801627512,37.00375165739325,0
715,-117.96806932584381,37.48656100538124,0
716,-122.02256921433369,39.09830437408968,0
717,-122.34518960051176,37.54849018374042,0
718,-121.26345748217386,35.88636319692184,0
719,-116.26846150674935,34.93982000310072,0
720,-122.6365034805727,39.07064935620687,0
721,-118.61164154569042,37.27178775457315,0
722,-120.13793881627537,41.25643247883083,0
723,-117.99743260899295,35.897197116167284,0
724,-123.66835609034776,39.98054218931011,0
725,-120.16432440007493,41.96916476854617,0
726,-120.48966002786631,36.030352804158596,0
727,-122.16362508962649,41.64606098795022,0
728,-115.72792635739167,34.54824104891616,0
729,-116.58682617246272,34.77627762147006,0
730,-117.54583094580128,36.19985894061259,0
731,-122.70237675734059,41.75251613666351,0
732,-122.84814265335959,41.036856540561274,0
733,-115.43677396785473,33.48883144703973,0
734,-117.72865506831916,34.26305776105707,0
735,-116.87824780398223,33.212998864848544,0
736,-117.07000002760981,35.74070657260215,0
737,-120.0777726749392,35.202254880860586,0
738,-121.89929273674872,41.9244110829742,0
739,-119.15110431678363,36.45387147228775,0
740,-122.7097006757761,41.71705314081091,0
741,-119.23456248353801,35.48532397992029,0
742,-118.15052346753119,34.37381992043106,0
743,-116.73694910929463,33.70425619796882,0
744,-119.63339206322713,34.750126922640916,0
745,-115.82348380542624,34.903722076186675,0
746,-118.04376509411807,36.16064539071186,0
747,-122.44428382457622,39.49796250561218,0
748,-120.85620481207432,40.606236548533,0
749,-118.18261725277364,36.5660852013264,0
750,-121.05840403762342,39.225589148384934,0
751,-118.1080986776131,36.61291192779029,0
752,-115.91551074335302,33.64316770253539,0
753,-120.09724765069089,38.426736830866055,0
754,-122.46270072741174,41.62960818992948,0
755,-121.2786660691043,38.69595314496736,0
756,-115.09699550880647,34.502207732546424,0
757,-115.60370678915835,33.2580637888007,0
758,-120.34681947012365,38.28324442514858,0
759,-121.26512933726812,39.1133735948221,0
760,-120.9250370243006,39.82420148109909,0
761,-123.65505492990849,39.13819820574815,0
762,-116.77033196472513,32.644230733608964,0
763,-117.86790071111044,36.182553502619434,0
764,-121.62230627551692,38.89866453432232,0
765,-115.79117797105158,34.167743299406105,0
766,-123.14276277468677,41.7526538909557,0
767,-122.26100682664406,41.63194741900754,0
768,-118.60141643863406,35.67042058820115,0
769,-120.88752268066487,37.5975738156518,0
770,-119.29987195527737,36.04634986873678,0
771,-119.3042305788337,35.49149796706181,0
772,-120.28743541980957,40.466467030789715,0
773,-118.47426797228135,35.70242601368112,0
774,-119.26052103249576,38.290396212964765,0
775,-122.19763019872353,38.79123954199407,0
776,-117.66918565121826,34.27097996468177,0
777,-117.8219371318272,33.64049369646831,0
778,-122.3838694965698,38.884268450591414,0
779,-120.60406186597213,36.976171111790435,0
780,-121.76195478706413,41.29157016133328,0
781,-120.80684701014289,35.521763981004874,0
782,-119.86155809014018,37.61030594380122,0
783,-117.31304836999759,33.889769709442724,0
784,-121.61751941272911,40.023029075244885,0
785,-122.02283084341032,37.70210764511576,0
786,-114.8042015631036,33.885299945810004,0
787,-121.69591956295666,40.00835176867232,0
788,-117.62188784671953,36.640616586174886,0
789,-122.41562679879162,41.381789551023864,0
790,-122.96644245078797,39.06734620836095,0
791,-118.67259184365143,35.32446436980142,0
792,-121.36275655771647,39.10476697654745,0
793,-115.7691975721658,34.69129510322325,0
794,-121.30652222986828,40.65546472958496,0
795,-119.95395951751571,35.90387317847875,0
796,-123.2701074911655,40.743299815447386,0
797,-123.6395524551444,40.81950283671387,0
798,-118.12011488818554,35.63006477420446,0
799,-118.59035515934784,36.59364135425754,0
800,-121.71790417211298,41.02273496467668,0
801,-116.90138313595045,35.13746050653927,0
802,-120.74752564513437,40.24395274255773,0
803,-118.63202264508408,35.92452792447415,0
804,-122.03825773699533,40.06071418275333,0
805,-119.7310534250835,37.7105572137851,0
806,-117.8785288806417,36.84296953896132,0
807,-121.54002336945182,38.03421951535856,0
808,-116.36972207175586,33.92801361431217,0
809,-121.91937483247705,37.00197459810257,0
810,-120.87979480760735,41.7243717708986,0
811,-117.18085634763693,36.33396554886612,0
812,-121.90530968821524,38.86318267579969,0
813,-120.8865067737673,38.542339309915874,0
814,-122.07338437910109,39.63652506138894,0
815,-120.87117034058808,37.61141656371472,0
816,-117.23129950035907,36.64076615906759,0
817,-120.16472582295182,39.46008163252173,0
