lon,lat,centroid,elevation,slope_angle,bearing_angle
-116.78144159156759,34.99393426497353,POINT (-116.78144159156759 34.99393426497353),679.8541870117188,-9.918640136693845,180.0
-116.8528936546915,34.984925255964534,POINT (-116.8528936546915 34.984925255964534),1089.2060546875,-26.015431375998276,315.0
-116.90236046762345,34.89033066136993,POINT (-116.90236046762345 34.89033066136993),643.8523559570312,-11.352744135355932,315.0
-116.8528936546915,35.00294327398254,POINT (-116.8528936546915 35.00294327398254),1188.896362304688,-54.13232421861408,180.0
-116.89686415507545,34.92636669740596,POINT (-116.89686415507545 34.92636669740596),606.543212890625,-1.7578090941595725,135.0
-116.78693790411559,35.04798831902758,POINT (-116.78693790411559 35.04798831902758),550.6741333007812,-4.15418289019856,45.0
-116.81441946685555,34.89933967037894,POINT (-116.81441946685555 34.89933967037894),581.7169799804688,-1.7592739384935903,135.0
-116.86388627978751,34.984925255964534,POINT (-116.86388627978751 34.984925255964534),978.1395874023438,-16.511962890639836,270.0
-116.74296740373163,34.903844174883446,POINT (-116.74296740373163 34.903844174883446),561.5676879882812,-0.7567763674299581,45.0
-116.78144159156759,34.953393724432985,POINT (-116.78144159156759 34.953393724432985),695.5670776367188,-6.503552652867975,45.0
-116.89136784252746,34.97141174245101,POINT (-116.89136784252746 34.97141174245101),883.7866821289062,-30.175720215104544,270.0
-116.8583899672395,35.016456787496054,POINT (-116.8583899672395 35.016456787496054),910.7522583007812,-21.040893554925383,270.0
-116.92434571781541,34.872312643351904,POINT (-116.92434571781541 34.872312643351904),607.1547241210938,-0.1265258789070844,90.0
-116.87487890488346,34.88582615686541,POINT (-116.87487890488346 34.88582615686541),600.76953125,-1.2879613754584616,135.0
-116.73747109118364,34.984925255964534,POINT (-116.73747109118364 34.984925255964534),550.4440307617188,-1.8458898148075615,45.0
-116.73747109118364,34.91285318389245,POINT (-116.73747109118364 34.91285318389245),559.8413696289062,-1.0660379745990387,135.0
-116.91335309271942,34.984925255964534,POINT (-116.91335309271942 34.984925255964534),866.4061889648438,-21.70705013497316,225.0
-116.82541209195153,34.962402733442005,POINT (-116.82541209195153 34.962402733442005),840.8241577148438,-2.5950317382747343,180.0
-116.89686415507545,35.043483814523086,POINT (-116.89686415507545 35.043483814523086),830.689453125,-6.853027343732794,0.0
-116.83640471704754,35.02546579650506,POINT (-116.83640471704754 35.02546579650506),807.2323608398438,-11.46767366865124,45.0
-116.88587152997947,35.05249282353209,POINT (-116.88587152997947 35.05249282353209),762.0693359375,-2.8139703216439487,45.0
-116.73197477863563,35.016456787496054,POINT (-116.73197477863563 35.016456787496054),540.6372680664062,-1.0861816406372802,270.0
-116.77044896647159,35.00294327398254,POINT (-116.77044896647159 35.00294327398254),598.3656616210938,-6.140258789128511,90.0
-116.80892315430755,35.02546579650506,POINT (-116.80892315430755 35.02546579650506),707.5714111328125,-10.93615722657238,90.0
-116.73747109118364,34.97591624695551,POINT (-116.73747109118364 34.97591624695551),588.4973754882812,-3.367560247885274,315.0
-116.78144159156759,34.984925255964534,POINT (-116.78144159156759 34.984925255964534),686.155517578125,-7.173475843478911,45.0
-116.8419010295955,34.9669072379465,POINT (-116.8419010295955 34.9669072379465),928.5300903320312,-3.914672851552671,180.0
-116.7924342166636,34.957898228937495,POINT (-116.7924342166636 34.957898228937495),718.0730590820312,-3.940071119718896,45.0
-116.90236046762345,34.872312643351904,POINT (-116.90236046762345 34.872312643351904),604.7341918945312,-1.6608244252549993,135.0
-116.81991577940354,35.043483814523086,POINT (-116.81991577940354 35.043483814523086),650.2962646484375,-6.456665039046289,0.0
-116.77044896647159,34.872312643351904,POINT (-116.77044896647159 34.872312643351904),578.16748046875,-0.6897569670282881,135.0
-116.80342684175955,34.92186219290146,POINT (-116.80342684175955 34.92186219290146),708.9532470703125,-26.358276367257794,270.0
-116.89686415507545,34.94438471542397,POINT (-116.89686415507545 34.94438471542397),634.2614135742188,-3.104980468742204,180.0
-116.71548584099168,35.038979310018576,POINT (-116.71548584099168 35.038979310018576),529.0443115234375,-0.9962158203099987,0.0
-116.80342684175955,34.962402733442005,POINT (-116.80342684175955 34.962402733442005),919.9182739257812,-30.862549985428906,225.0
-116.83090840449954,34.935375706414966,POINT (-116.83090840449954 34.935375706414966),779.232421875,-13.389247142765045,315.0
-116.84739734214351,34.94888921992849,POINT (-116.84739734214351 34.94888921992849),787.086181640625,-22.53973388666216,180.0
-116.8528936546915,34.9669072379465,POINT (-116.8528936546915 34.9669072379465),923.6768188476562,-24.27326832814527,135.0
-116.78693790411559,34.88132165236091,POINT (-116.78693790411559 34.88132165236091),581.312255859375,-1.6566162109333407,0.0
-116.8419010295955,34.872312643351904,POINT (-116.8419010295955 34.872312643351904),594.1103515625,-0.07989517402339039,45.0
-116.80892315430755,34.957898228937495,POINT (-116.80892315430755 34.957898228937495),798.9096069335938,-6.755384198198211,315.0
-116.8583899672395,35.00294327398254,POINT (-116.8583899672395 35.00294327398254),1131.4833984375,-26.698294064920837,315.0
-116.80342684175955,34.99393426497353,POINT (-116.80342684175955 34.99393426497353),804.1255493164062,-8.781005859435483,90.0
-116.8528936546915,35.02096129200055,POINT (-116.8528936546915 35.02096129200055),861.6279296875,-22.44372558588115,0.0
-116.71548584099168,35.04798831902758,POINT (-116.71548584099168 35.04798831902758),523.4698486328125,-0.036804199218914806,270.0
-116.71548584099168,34.9669072379465,POINT (-116.71548584099168 34.9669072379465),561.51025390625,-4.76922607421737,90.0
-116.82541209195153,35.011952282991544,POINT (-116.82541209195153 35.011952282991544),915.934814453125,-24.085998535095776,0.0
-116.72647846608766,34.97141174245101,POINT (-116.72647846608766 34.97141174245101),593.5254516601562,-11.758728027445377,90.0
-116.79793052921158,34.89483516587443,POINT (-116.79793052921158 34.89483516587443),576.81689453125,-0.8588240215303333,135.0
-116.87487890488346,34.92636669740596,POINT (-116.87487890488346 34.92636669740596),598.3458251953125,-1.5546234526853637,225.0
-116.83090840449954,35.00744777848704,POINT (-116.83090840449954 35.00744777848704),1124.459106445312,-81.09732557547024,315.0
-116.84739734214351,34.99393426497353,POINT (-116.84739734214351 34.99393426497353),1234.71630859375,-62.46765136703111,0.0
-116.74846371627964,34.87681714785641,POINT (-116.74846371627964 34.87681714785641),573.0114135742188,0.21954388163091354,45.0
-116.72647846608766,34.89933967037894,POINT (-116.72647846608766 34.89933967037894),566.5065307617188,-1.9447021484326172,0.0
-116.88037521743146,34.88582615686541,POINT (-116.88037521743146 34.88582615686541),604.2158813476562,-1.9995117187684894,90.0
-116.91884940526741,34.872312643351904,POINT (-116.91884940526741 34.872312643351904),610.8182373046875,-3.9473876953025893,180.0
-116.81991577940354,34.939880210919476,POINT (-116.81991577940354 34.939880210919476),1057.077758789062,-25.990234374975792,270.0
-116.89686415507545,35.05249282353209,POINT (-116.89686415507545 35.05249282353209),808.3758544921875,-4.345153808620049,90.0
-116.73747109118364,34.90834867938795,POINT (-116.73747109118364 34.90834867938795),559.6134033203125,-0.7532958984399563,270.0
-116.90236046762345,34.9669072379465,POINT (-116.90236046762345 34.9669072379465),738.6411743164062,-3.677673339834516,180.0
-116.77594527901958,35.00744777848704,POINT (-116.77594527901958 35.00744777848704),614.6278686523438,-4.45733642582106,90.0
-116.71548584099168,35.034474805514066,POINT (-116.71548584099168 35.034474805514066),530.2857055664062,-0.8250748472687227,315.0
-116.87487890488346,34.90834867938795,POINT (-116.87487890488346 34.90834867938795),595.2743530273438,-0.5889282226547714,0.0
-116.76495265392359,35.02096129200055,POINT (-116.76495265392359 35.02096129200055),534.970458984375,-2.5261230468951235,90.0
-116.8583899672395,34.962402733442005,POINT (-116.8583899672395 34.962402733442005),902.2481689453125,-23.288956280868803,225.0
-116.90236046762345,34.87681714785641,POINT (-116.90236046762345 34.87681714785641),645.6347045898438,-16.590148925739594,180.0
-116.89136784252746,35.00744777848704,POINT (-116.89136784252746 35.00744777848704),1038.884643554688,-41.48315429724595,270.0
-116.92434571781541,34.92636669740596,POINT (-116.92434571781541 34.92636669740596),629.14990234375,-1.5944824218785756,90.0
-116.83640471704754,34.99843876947803,POINT (-116.83640471704754 34.99843876947803),1258.225219726562,-40.10896464157442,45.0
-116.89686415507545,34.99393426497353,POINT (-116.89686415507545 34.99393426497353),938.1417236328125,-9.902709960912636,180.0
-116.77594527901958,34.97591624695551,POINT (-116.77594527901958 34.97591624695551),651.5655517578125,-7.303025374760012,135.0
-116.89686415507545,34.91285318389245,POINT (-116.89686415507545 34.91285318389245),599.4227905273438,-0.8316023934450877,135.0
-116.73747109118364,35.016456787496054,POINT (-116.73747109118364 35.016456787496054),540.0260009765625,-1.1948242187470002,180.0
-116.88587152997947,34.962402733442005,POINT (-116.88587152997947 34.962402733442005),885.16015625,-45.63846125941027,225.0
-116.74846371627964,34.97591624695551,POINT (-116.74846371627964 34.97591624695551),597.9539184570312,-5.720947265610636,0.0
-116.78693790411559,35.038979310018576,POINT (-116.78693790411559 35.038979310018576),580.676513671875,-3.591864898864939,45.0
-116.91884940526741,34.9669072379465,POINT (-116.91884940526741 34.9669072379465),705.746337890625,-2.639094000011751,135.0
-116.81441946685555,34.962402733442005,POINT (-116.81441946685555 34.962402733442005),811.5391845703125,-3.45714661294339,135.0
-116.84739734214351,34.872312643351904,POINT (-116.84739734214351 34.872312643351904),595.8327026367188,-1.2767333984342943,0.0
-116.78144159156759,35.02997030100957,POINT (-116.78144159156759 35.02997030100957),579.5966796875,-4.08380921273245,45.0
-116.75945634137561,35.011952282991544,POINT (-116.75945634137561 35.011952282991544),551.026611328125,-3.1643127912444573,45.0
-116.73197477863563,34.98042075146002,POINT (-116.73197477863563 34.98042075146002),564.4196166992188,-3.8820190429590036,0.0
-116.89136784252746,34.89933967037894,POINT (-116.89136784252746 34.89933967037894),601.2326049804688,-1.0665303847195622,45.0
-116.82541209195153,34.94888921992849,POINT (-116.82541209195153 34.94888921992849),933.1326904296875,-51.272560365268575,315.0
-116.80892315430755,34.9669072379465,POINT (-116.80892315430755 34.9669072379465),797.2202758789062,-5.233164451827922,45.0
-116.83090840449954,35.034474805514066,POINT (-116.83090840449954 35.034474805514066),720.6206665039062,-6.2304077148281065,0.0
-116.80342684175955,35.04798831902758,POINT (-116.80342684175955 35.04798831902758),584.851806640625,-6.042187053204526,45.0
-116.76495265392359,35.00294327398254,POINT (-116.76495265392359 35.00294327398254),571.834228515625,-3.9064941406669966,90.0
-116.71548584099168,34.92186219290146,POINT (-116.71548584099168 34.92186219290146),564.365478515625,-1.9798583984427798,90.0
-116.90236046762345,35.02546579650506,POINT (-116.90236046762345 35.02546579650506),952.5482177734375,-9.804645532176249,45.0
-116.81441946685555,34.97141174245101,POINT (-116.81441946685555 34.97141174245101),843.4092407226562,-14.037170410121005,180.0
-116.91884940526741,34.89933967037894,POINT (-116.91884940526741 34.89933967037894),628.6682739257812,-3.6785959875842975,45.0
-116.86388627978751,34.89033066136993,POINT (-116.86388627978751 34.89033066136993),597.5736083984375,-0.6040039062484834,0.0
-116.90785678017146,35.011952282991544,POINT (-116.90785678017146 35.011952282991544),933.4793701171875,-15.39825439449259,180.0
-116.77594527901958,35.00294327398254,POINT (-116.77594527901958 35.00294327398254),629.6678466796875,-5.9693603516266736,90.0
-116.83090840449954,34.99843876947803,POINT (-116.83090840449954 34.99843876947803),1172.146118164062,-20.115805646774156,135.0
-116.83640471704754,34.89033066136993,POINT (-116.83640471704754 34.89033066136993),586.9966430664062,-0.4112556785859812,45.0
-116.72647846608766,34.939880210919476,POINT (-116.72647846608766 34.939880210919476),573.77783203125,-1.3333155729814639,45.0
-116.92984203036342,34.94438471542397,POINT (-116.92984203036342 34.94438471542397),656.7472534179688,-1.4776582678610772,135.0
-116.76495265392359,34.984925255964534,POINT (-116.76495265392359 34.984925255964534),598.2203369140625,-4.405944824222709,90.0
-116.80892315430755,35.043483814523086,POINT (-116.80892315430755 35.043483814523086),613.697998046875,-4.876892089831506,0.0
-116.90236046762345,34.92186219290146,POINT (-116.90236046762345 34.92186219290146),607.1439208984375,-1.1461769788189267,135.0
-116.91884940526741,34.92186219290146,POINT (-116.91884940526741 34.92186219290146),620.6932983398438,-0.5856933593765619,90.0
-116.83090840449954,34.87681714785641,POINT (-116.83090840449954 34.87681714785641),591.8406982421875,-0.8403304060661889,135.0
-116.79793052921158,34.98042075146002,POINT (-116.79793052921158 34.98042075146002),755.3565063476562,-9.987956683145196,135.0
-116.7924342166636,35.043483814523086,POINT (-116.7924342166636 35.043483814523086),576.5364379882812,-3.2678896601732976,45.0
-116.77594527901958,34.97141174245101,POINT (-116.77594527901958 34.97141174245101),643.9766845703125,-2.9804687500257594,90.0
-116.80342684175955,35.00294327398254,POINT (-116.80342684175955 35.00294327398254),797.5075073242188,-15.713012695481424,90.0
-116.78144159156759,34.88132165236091,POINT (-116.78144159156759 34.88132165236091),580.81103515625,-1.257810067016884,225.0
-116.92984203036342,34.87681714785641,POINT (-116.92984203036342 34.87681714785641),608.9800415039062,-0.6423327421150908,135.0
-116.72647846608766,34.89033066136993,POINT (-116.72647846608766 34.89033066136993),566.4694213867188,-1.008483886716218,180.0
-116.82541209195153,35.043483814523086,POINT (-116.82541209195153 35.043483814523086),660.5446166992188,-4.608956723047126,45.0
-116.78693790411559,34.962402733442005,POINT (-116.78693790411559 34.962402733442005),689.1768188476562,-3.0226499074342787,45.0
-116.76495265392359,34.88132165236091,POINT (-116.76495265392359 34.88132165236091),577.4735107421875,-1.1123657226534571,0.0
-116.71548584099168,35.02546579650506,POINT (-116.71548584099168 35.02546579650506),533.7124633789062,-0.25354003906186345,0.0
-116.74296740373163,34.98942976046902,POINT (-116.74296740373163 34.98942976046902),551.1768188476562,-1.4531278221595547,45.0
-116.92434571781541,34.903844174883446,POINT (-116.92434571781541 34.903844174883446),646.2947998046875,-7.588623046929885,90.0
-116.79793052921158,35.043483814523086,POINT (-116.79793052921158 35.043483814523086),584.8112182617188,-3.7535400390530755,0.0
-116.89686415507545,35.00744777848704,POINT (-116.89686415507545 35.00744777848704),977.6854248046875,-29.103947345863872,225.0
-116.80342684175955,35.02546579650506,POINT (-116.80342684175955 35.02546579650506),683.1415405273438,-9.60560950057479,45.0
-116.90785678017146,34.98942976046902,POINT (-116.90785678017146 34.98942976046902),904.2116088867188,-10.182453857655256,45.0
-116.91884940526741,35.011952282991544,POINT (-116.91884940526741 35.011952282991544),880.0828247070312,-8.53210449225759,270.0
-116.91335309271942,35.011952282991544,POINT (-116.91335309271942 35.011952282991544),906.2304077148438,-7.6506347656057905,180.0
-116.75945634137561,34.89033066136993,POINT (-116.75945634137561 34.89033066136993),575.1226806640625,-0.9538555762118043,225.0
-116.91884940526741,34.953393724432985,POINT (-116.91884940526741 34.953393724432985),661.8048095703125,-2.153682346381065,225.0
-116.83640471704754,34.88132165236091,POINT (-116.83640471704754 34.88132165236091),587.8487548828125,-0.940488903467739,135.0
-116.81441946685555,34.92186219290146,POINT (-116.81441946685555 34.92186219290146),649.63427734375,-10.374003340747393,225.0
-116.91884940526741,34.97141174245101,POINT (-116.91884940526741 34.97141174245101),728.56201171875,-4.1382365974305415,135.0
-116.81441946685555,35.02997030100957,POINT (-116.81441946685555 35.02997030100957),742.2888793945312,-32.50329589862481,270.0
-116.79793052921158,34.94438471542397,POINT (-116.79793052921158 34.94438471542397),858.6253662109375,-24.439378439612483,45.0
-116.90236046762345,34.953393724432985,POINT (-116.90236046762345 34.953393724432985),677.6014404296875,-6.089465728573339,135.0
-116.73197477863563,35.02997030100957,POINT (-116.73197477863563 35.02997030100957),528.5422973632812,-0.8994750976539916,0.0
-116.77594527901958,34.93087120191046,POINT (-116.77594527901958 34.93087120191046),636.9381713867188,-7.770874023485565,90.0
-116.81441946685555,34.957898228937495,POINT (-116.81441946685555 34.957898228937495),805.102294921875,-5.720875133014376,135.0
-116.8528936546915,34.89933967037894,POINT (-116.8528936546915 34.89933967037894),595.300048828125,-2.0884969340609794,135.0
-116.91335309271942,35.034474805514066,POINT (-116.91335309271942 35.034474805514066),1054.158569335938,-34.7568903936431,225.0
-116.92984203036342,34.97591624695551,POINT (-116.92984203036342 34.97591624695551),749.3245849609375,-3.1518554687420868,180.0
-116.77044896647159,35.034474805514066,POINT (-116.77044896647159 35.034474805514066),534.4661254882812,-2.8418579101544656,90.0
-116.81441946685555,35.011952282991544,POINT (-116.81441946685555 35.011952282991544),850.0853271484375,-15.8229067322698,45.0
-116.73197477863563,34.903844174883446,POINT (-116.73197477863563 34.903844174883446),558.8317260742188,-1.0260009765699205,90.0
-116.8528936546915,34.917357688396955,POINT (-116.8528936546915 34.917357688396955),593.5098876953125,-0.2653803453611935,225.0
-116.7924342166636,35.00744777848704,POINT (-116.7924342166636 35.00744777848704),703.7869873046875,-6.2357909273972885,45.0
-116.75396002882763,35.043483814523086,POINT (-116.75396002882763 35.043483814523086),521.1431884765625,-0.17272949218793007,90.0
-116.79793052921158,34.89033066136993,POINT (-116.79793052921158 34.89033066136993),583.7393188476562,-5.290649414049216,0.0
-116.82541209195153,34.97591624695551,POINT (-116.82541209195153 34.97591624695551),900.158447265625,-12.057006835907227,180.0
-116.81441946685555,35.02096129200055,POINT (-116.81441946685555 35.02096129200055),742.405517578125,-5.813793042606923,45.0
-116.91884940526741,34.98942976046902,POINT (-116.91884940526741 34.98942976046902),889.0266723632812,-31.285461701726806,225.0
-116.84739734214351,34.88582615686541,POINT (-116.84739734214351 34.88582615686541),590.0516967773438,-0.2683715820337316,90.0
-116.81991577940354,34.9669072379465,POINT (-116.81991577940354 34.9669072379465),834.9708862304688,-2.976434654006176,135.0
-116.8693825923355,34.9669072379465,POINT (-116.8693825923355 34.9669072379465),879.74853515625,-34.45941162108378,270.0
-116.91335309271942,34.89033066136993,POINT (-116.91335309271942 34.89033066136993),674.9389038085938,-11.445373535127514,0.0
-116.75945634137561,34.88582615686541,POINT (-116.75945634137561 34.88582615686541),575.5328979492188,-1.2934570312619607,90.0
-116.91884940526741,35.043483814523086,POINT (-116.91884940526741 35.043483814523086),1051.90380859375,-27.750800489135653,225.0
-116.78693790411559,35.02546579650506,POINT (-116.78693790411559 35.02546579650506),623.1082763671875,-10.193908691380656,0.0
